	line	signal
2020-01-22	0.0	
2020-01-25	0.0	0.0
2020-01-28	0.0	0.0
2020-01-31	0.0	0.0
2020-02-03	0.0	0.0
2020-02-06	0.0	0.0
2020-02-09	0.0	0.0
2020-02-12	0.0	0.0
2020-02-15	0.0	0.0
2020-02-18	0.0	0.0
2020-02-21	0.0	0.0
2020-02-24	0.0	0.0
2020-02-27	0.0	0.0
2020-03-01	0.0	0.0
2020-03-04	0.0	0.0
2020-03-07	0.0	0.0
2020-03-10	0.0	0.0
2020-03-13	0.0	0.0
2020-03-16	0.0	0.0
2020-03-19	0.0	0.0
2020-03-22	0.0	0.0
2020-03-25	0.0	0.0
2020-03-28	0.0	0.0
2020-03-31	0.0	0.0
2020-04-03	0.0	0.0
2020-04-06	0.0	0.0
2020-04-09	0.0	0.0
2020-04-12	0.0	0.0
2020-04-15	0.0	0.0
2020-04-18	0.0	0.0
2020-04-21	0.0	0.0
2020-04-24	3.7068780878969485	0.0
2020-04-27	3.0927400931192737	3.7068780878969485
2020-04-30	2.652862937635211	3.0927400931192737
2020-05-03	2.3401904499425887	2.652862937635211
2020-05-06	2.110797963276835	2.3401904499425887
2020-05-09	1.9309118349728533	2.110797963276835
2020-05-12	1.6211766235872795	1.9309118349728533
2020-05-15	1.1579407590503983	1.6211766235872795
2020-05-18	0.4652861970426634	1.1579407590503983
2020-05-21	-0.2023546505697853	0.4652861970426634
2020-05-24	-0.8047210868383253	-0.2023546505697853
2020-05-27	-1.348174454058715	-0.8047210868383253
2020-05-30	-1.847376964096392	-1.348174454058715
2020-06-02	-2.3155621941548956	-1.847376964096392
2020-06-05	-2.762687698121153	-2.3155621941548956
2020-06-08	-3.1957362870671595	-2.762687698121153
2020-06-11	-3.6194463130942642	-3.1957362870671595
2020-06-14	-4.036981323553705	-3.6194463130942642
2020-06-17	-4.450436997467652	-4.036981323553705
2020-06-20	-4.8611970223589696	-4.450436997467652
2020-06-23	-5.270174201064309	-4.8611970223589696
2020-06-26	-5.6779709540241665	-5.270174201064309
2020-06-29	-6.084985271788012	-5.6779709540241665
2020-07-02	-6.491480420620327	-6.084985271788012
2020-07-05	-6.897630771021578	-6.491480420620327
2020-07-08	-5.710113943056048	-6.897630771021578
2020-07-11	-4.693827353120131	-5.710113943056048
2020-07-14	-4.186488958531715	-4.693827353120131
2020-07-17	-3.8483993958569758	-4.186488958531715
2020-07-20	-3.4704799052723785	-3.8483993958569758
2020-07-23	-3.020394424421522	-3.4704799052723785
2020-07-26	-2.450883049510852	-3.020394424421522
2020-07-29	-1.7201338544397422	-2.450883049510852
2020-08-01	-0.8320146241191295	-1.7201338544397422
2020-08-04	-0.048248278877425776	-0.8320146241191295
2020-08-07	0.6204707303861293	-0.048248278877425776
2020-08-10	1.0559397097302068	0.6204707303861293
2020-08-13	1.3313604546531528	1.0559397097302068
2020-08-16	1.7041557750232577	1.3313604546531528
2020-08-19	2.007072876331353	1.7041557750232577
2020-08-22	2.3775398889408463	2.007072876331353
2020-08-25	2.776069473815667	2.3775398889408463
2020-08-28	3.184987185912596	2.776069473815667
2020-08-31	3.320039928489173	3.184987185912596
2020-09-03	2.996142624789965	3.320039928489173
2020-09-06	2.404911438035451	2.996142624789965
2020-09-09	2.0357198580373193	2.404911438035451
2020-09-12	1.6504121173675015	2.0357198580373193
2020-09-15	1.4517280098693326	1.6504121173675015
2020-09-18	0.8809726204307731	1.4517280098693326
2020-09-21	0.20550591184925635	0.8809726204307731
2020-09-24	-0.4099516828594711	0.20550591184925635
2020-09-27	-0.8804270612766124	-0.4099516828594711
2020-09-30	-1.3598023447270098	-0.8804270612766124
2020-10-03	-1.8280359403120172	-1.3598023447270098
2020-10-06	-2.2813823793025247	-1.8280359403120172
2020-10-09	-2.721491373360701	-2.2813823793025247
2020-10-12	-3.1512886997723544	-2.721491373360701
2020-10-15	-3.573539418196811	-3.1512886997723544
2020-10-18	-3.990453457128302	-3.573539418196811
2020-10-21	-4.403670119175832	-3.990453457128302
